task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_00761,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.624,0.91,770,0.001512,0.99,False,True,False,False,0.8413
task_00762,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.488,0.56,473,0.000686,0.94,False,False,False,False,0.6627
task_00762,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.798,0.82,967,0.003136,0.96,False,True,False,False,0.8593
task_00762,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.908,0.87,1772,0.01176,0.95,False,True,False,False,0.9093
task_00762,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.848,0.99,1255,0.007448,0.97,True,True,False,False,0.936
task_00762,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.688,0.88,1117,0.005292,0.95,False,True,False,False,0.8393
task_00762,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.968,0.98,1163,0.00588,0.96,False,True,False,False,0.9693
task_00762,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.678,0.64,933,0.004312,0.94,False,True,False,False,0.7527
task_00762,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.348,0.58,703,0.000353,0.93,False,False,False,False,0.6193
task_00762,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.828,0.84,1048,0.004116,0.9,False,True,False,False,0.856
task_00762,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.628,0.91,795,0.001764,0.99,False,True,False,False,0.8427
task_00763,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.672,0.68,187,0.00056,0.94,False,True,False,False,0.764
task_00763,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.802,0.82,552,0.00256,0.96,False,True,False,False,0.8607
task_00763,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.912,0.87,1147,0.0096,0.95,False,True,False,False,0.9107
task_00763,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.852,0.96,765,0.00608,0.97,False,True,False,False,0.9273
task_00763,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.962,0.88,663,0.00432,0.95,False,True,False,False,0.9307
task_00763,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.702,0.94,697,0.0048,0.96,False,True,False,False,0.8673
task_00763,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.682,0.76,527,0.00352,0.94,False,True,False,False,0.794
task_00763,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.532,0.7,357,0.000288,0.93,False,False,False,False,0.7207
task_00763,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.912,0.84,612,0.00336,0.9,False,True,False,False,0.884
task_00763,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.632,0.91,425,0.00144,0.99,False,True,False,False,0.844
task_00764,fast_small_model,Simulated Fast Small Model response for customer_support_response in general_business.,0.676,0.68,198,0.00063,0.94,False,True,False,False,0.7653
task_00764,balanced_general_model,Simulated Balanced General Model response for customer_support_response in general_business.,0.806,0.82,585,0.00288,0.96,False,True,False,False,0.862
task_00764,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in general_business.,0.916,0.87,1215,0.0108,0.95,False,True,False,False,0.912
task_00764,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in general_business.,0.856,0.96,810,0.00684,0.97,False,True,False,False,0.9287
task_00764,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in general_business.,0.696,0.88,702,0.00486,0.95,False,True,False,False,0.842
task_00764,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in general_business.,0.706,0.94,738,0.0054,0.96,False,True,False,False,0.8687
task_00764,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in general_business.,0.686,0.76,558,0.00396,0.94,False,True,False,False,0.7953
task_00764,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in general_business.,0.536,0.7,378,0.000324,0.93,False,False,False,False,0.722
task_00764,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in general_business.,0.916,0.84,648,0.00378,0.9,False,True,False,False,0.8853
task_00764,fallback_model,Simulated Fallback Model response for customer_support_response in general_business.,0.636,0.91,450,0.00162,0.99,False,True,False,False,0.8453
task_00765,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.68,0.68,209,0.00035,0.94,False,True,False,False,0.7667
task_00765,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.81,0.82,617,0.0016,0.96,False,True,False,False,0.8633
task_00765,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.92,0.87,1282,0.006,0.95,False,True,False,False,0.9133
task_00765,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.86,0.96,855,0.0038,0.97,False,True,False,False,0.93
task_00765,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.7,0.88,741,0.0027,0.95,False,True,False,False,0.8433
task_00765,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.71,0.94,779,0.003,0.96,False,True,False,False,0.87
task_00765,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,589,0.0022,0.94,False,True,False,False,0.8967
task_00765,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.54,0.7,399,0.00018,0.93,False,False,False,False,0.7233
task_00765,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.92,0.84,684,0.0021,0.9,False,True,False,False,0.8867
task_00765,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.64,0.91,475,0.0009,0.99,False,True,False,False,0.8467
task_00766,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.504,0.56,440,0.000588,0.94,False,False,False,False,0.668
task_00766,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.814,0.82,870,0.002688,0.96,False,True,False,False,0.8647
task_00766,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.924,0.87,1570,0.01008,0.95,False,True,False,False,0.9147
task_00766,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.864,0.99,1120,0.006384,0.97,False,True,False,False,0.9413
task_00766,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.704,0.88,1000,0.004536,0.95,False,True,False,False,0.8447
task_00766,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.984,0.98,1040,0.00504,0.96,False,True,False,False,0.9747
task_00766,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.694,0.64,840,0.003696,0.94,False,True,False,False,0.758
task_00766,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.364,0.58,640,0.000302,0.93,False,False,False,False,0.6247
task_00766,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.844,0.84,940,0.003528,0.9,False,True,False,False,0.8613
task_00766,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.644,0.91,720,0.001512,0.99,False,True,False,False,0.848
task_00767,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in insurance.,0.636,0.68,231,0.00049,0.94,False,True,False,False,0.752
task_00767,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in insurance.,0.766,0.82,682,0.00224,0.96,False,True,False,False,0.8487
task_00767,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in insurance.,0.876,0.87,1417,0.0084,0.95,False,True,False,False,0.8987
task_00767,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in insurance.,0.816,0.96,945,0.00532,0.97,False,True,False,False,0.9153
task_00767,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in insurance.,0.656,0.88,819,0.00378,0.95,False,True,False,False,0.8287
task_00767,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in insurance.,0.756,0.94,861,0.0042,0.96,False,True,False,False,0.8853
task_00767,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in insurance.,0.646,0.76,651,0.00308,0.94,False,True,False,False,0.782
task_00767,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in insurance.,0.576,0.7,441,0.000252,0.93,False,True,False,False,0.7353
task_00767,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in insurance.,0.876,0.84,756,0.00294,0.9,False,True,False,False,0.872
task_00767,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in insurance.,0.596,0.91,525,0.00126,0.99,False,True,False,False,0.832
task_00768,fast_small_model,Simulated Fast Small Model response for classification in retail.,0.64,0.68,242,0.00056,0.94,False,True,False,False,0.7533
task_00768,balanced_general_model,Simulated Balanced General Model response for classification in retail.,0.77,0.82,715,0.00256,0.96,False,True,False,False,0.85
task_00768,accurate_large_model,Simulated Accurate Large Model response for classification in retail.,0.88,0.87,1485,0.0096,0.95,False,True,False,False,0.9
task_00768,safety_guarded_model,Simulated Safety Guarded Model response for classification in retail.,0.82,0.96,990,0.00608,0.97,False,True,False,False,0.9167
task_00768,finance_domain_model,Simulated Finance Domain Model response for classification in retail.,0.66,0.88,858,0.00432,0.95,False,True,False,False,0.83
task_00768,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in retail.,0.67,0.94,902,0.0048,0.96,False,True,False,False,0.8567
task_00768,code_specialist_model,Simulated Code Specialist Model response for classification in retail.,0.65,0.76,682,0.00352,0.94,False,True,False,False,0.7833
task_00768,cheap_batch_model,Simulated Cheap Batch Model response for classification in retail.,0.68,0.7,462,0.000288,0.93,False,True,False,False,0.77
task_00768,experimental_canary_model,Simulated Experimental Canary Model response for classification in retail.,0.88,0.84,792,0.00336,0.9,False,True,False,False,0.8733
task_00768,fallback_model,Simulated Fallback Model response for classification in retail.,0.6,0.91,550,0.00144,0.99,False,True,False,False,0.8333
task_00769,fast_small_model,Simulated Fast Small Model response for extraction in customer_support.,0.644,0.68,252,0.00063,0.94,False,True,False,False,0.7547
task_00769,balanced_general_model,Simulated Balanced General Model response for extraction in customer_support.,0.774,0.82,747,0.00288,0.96,False,True,False,False,0.8513
task_00769,accurate_large_model,Simulated Accurate Large Model response for extraction in customer_support.,0.884,0.87,1552,0.0108,0.95,False,True,False,False,0.9013
task_00769,safety_guarded_model,Simulated Safety Guarded Model response for extraction in customer_support.,0.824,0.96,1035,0.00684,0.97,False,True,False,False,0.918
task_00769,finance_domain_model,Simulated Finance Domain Model response for extraction in customer_support.,0.664,0.88,896,0.00486,0.95,False,True,False,False,0.8313
task_00769,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in customer_support.,0.674,0.94,942,0.0054,0.96,False,True,False,False,0.858
task_00769,code_specialist_model,Simulated Code Specialist Model response for extraction in customer_support.,0.654,0.76,713,0.00396,0.94,False,True,False,False,0.7847
task_00769,cheap_batch_model,Simulated Cheap Batch Model response for extraction in customer_support.,0.684,0.7,482,0.000324,0.93,False,True,False,False,0.7713
task_00769,experimental_canary_model,Simulated Experimental Canary Model response for extraction in customer_support.,0.884,0.84,827,0.00378,0.9,False,True,False,False,0.8747
task_00769,fallback_model,Simulated Fallback Model response for extraction in customer_support.,0.604,0.91,575,0.00162,0.99,False,True,False,False,0.8347
task_00770,fast_small_model,Simulated Fast Small Model response for summarization in legal.,0.648,0.68,187,0.00035,0.94,False,True,False,False,0.756
task_00770,balanced_general_model,Simulated Balanced General Model response for summarization in legal.,0.778,0.82,552,0.0016,0.96,False,True,False,False,0.8527
task_00770,accurate_large_model,Simulated Accurate Large Model response for summarization in legal.,0.888,0.87,1147,0.006,0.95,False,True,False,False,0.9027
task_00770,safety_guarded_model,Simulated Safety Guarded Model response for summarization in legal.,0.828,0.96,765,0.0038,0.97,False,True,False,False,0.9193
task_00770,finance_domain_model,Simulated Finance Domain Model response for summarization in legal.,0.668,0.88,663,0.0027,0.95,False,True,False,False,0.8327
task_00770,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in legal.,0.858,0.94,697,0.003,0.96,False,True,False,False,0.9193
task_00770,code_specialist_model,Simulated Code Specialist Model response for summarization in legal.,0.658,0.76,527,0.0022,0.94,False,True,False,False,0.786
task_00770,cheap_batch_model,Simulated Cheap Batch Model response for summarization in legal.,0.508,0.7,357,0.00018,0.93,False,False,False,False,0.7127
task_00770,experimental_canary_model,Simulated Experimental Canary Model response for summarization in legal.,0.808,0.84,612,0.0021,0.85,False,True,False,False,0.8327
task_00770,fallback_model,Simulated Fallback Model response for summarization in legal.,0.608,0.91,425,0.0009,0.99,False,True,False,False,0.836
task_00771,fast_small_model,Simulated Fast Small Model response for retrieval_qa in software_engineering.,0.652,0.68,198,0.00042,0.94,False,True,False,False,0.7573
task_00771,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in software_engineering.,0.782,0.82,585,0.00192,0.96,False,True,False,False,0.854
task_00771,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in software_engineering.,0.892,0.87,1215,0.0072,0.95,False,True,False,False,0.904
task_00771,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in software_engineering.,0.832,0.96,810,0.00456,0.97,False,True,False,False,0.9207
task_00771,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in software_engineering.,0.672,0.88,702,0.00324,0.95,False,True,False,False,0.834
task_00771,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in software_engineering.,0.682,0.94,738,0.0036,0.96,False,True,False,False,0.8607
task_00771,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in software_engineering.,0.662,0.76,558,0.00264,0.94,False,True,False,False,0.7873
task_00771,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in software_engineering.,0.512,0.7,378,0.000216,0.93,False,False,False,False,0.714
task_00771,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in software_engineering.,0.892,0.84,648,0.00252,0.9,False,True,False,False,0.8773
task_00771,fallback_model,Simulated Fallback Model response for retrieval_qa in software_engineering.,0.612,0.91,450,0.00108,0.99,False,True,False,False,0.8373
task_00772,fast_small_model,Simulated Fast Small Model response for policy_answering in general_business.,0.476,0.56,429,0.000686,0.94,False,False,False,False,0.6587
task_00772,balanced_general_model,Simulated Balanced General Model response for policy_answering in general_business.,0.786,0.82,837,0.003136,0.96,False,True,False,False,0.8553
task_00772,accurate_large_model,Simulated Accurate Large Model response for policy_answering in general_business.,0.896,0.87,1502,0.01176,0.95,False,True,False,False,0.9053
task_00772,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in general_business.,0.836,0.99,1075,0.007448,0.97,False,True,False,False,0.932
task_00772,finance_domain_model,Simulated Finance Domain Model response for policy_answering in general_business.,0.856,0.88,961,0.005292,0.95,False,True,False,False,0.8953
task_00772,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in general_business.,0.866,0.98,999,0.00588,0.96,False,True,False,False,0.9353
task_00772,code_specialist_model,Simulated Code Specialist Model response for policy_answering in general_business.,0.666,0.64,809,0.004312,0.94,False,True,False,False,0.7487
task_00772,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in general_business.,0.336,0.58,619,0.000353,0.93,False,False,False,False,0.6153
task_00772,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in general_business.,0.896,0.84,904,0.004116,0.9,False,True,False,False,0.8787
task_00772,fallback_model,Simulated Fallback Model response for policy_answering in general_business.,0.616,0.91,695,0.001764,0.99,False,True,False,False,0.8387
task_00773,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.48,0.56,440,0.000784,0.94,False,False,False,False,0.66
task_00773,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.79,0.82,870,0.003584,0.96,False,True,False,False,0.8567
task_00773,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.9,0.87,1570,0.01344,0.95,False,True,False,False,0.9067
task_00773,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.84,0.99,1120,0.008512,0.97,False,True,False,False,0.9333
task_00773,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.95,0.88,1000,0.006048,0.95,False,True,False,False,0.9267
task_00773,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.69,0.98,1040,0.00672,0.96,False,True,False,False,0.8767
task_00773,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.67,0.64,840,0.004928,0.94,False,True,False,False,0.75
task_00773,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.34,0.58,640,0.000403,0.93,False,False,False,False,0.6167
task_00773,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.9,0.84,940,0.004704,0.9,False,True,False,False,0.88
task_00773,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.62,0.91,720,0.002016,0.99,False,True,False,False,0.84
task_00774,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.484,0.56,451,0.000882,0.94,False,False,False,False,0.6613
task_00774,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.794,0.82,902,0.004032,0.96,False,True,False,False,0.858
task_00774,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.904,0.87,1637,0.01512,0.95,False,True,False,False,0.908
task_00774,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.844,0.99,1165,0.009576,0.97,True,True,False,False,0.9347
task_00774,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.684,0.88,1039,0.006804,0.95,False,True,False,False,0.838
task_00774,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.964,0.98,1081,0.00756,0.96,False,True,False,False,0.968
task_00774,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.674,0.64,871,0.005544,0.94,False,True,False,False,0.7513
task_00774,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.344,0.58,661,0.000454,0.93,False,False,False,False,0.618
task_00774,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.824,0.84,976,0.005292,0.9,False,True,False,False,0.8547
task_00774,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.624,0.91,745,0.002268,0.99,False,True,False,False,0.8413
task_00775,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.668,0.68,242,0.00035,0.94,False,True,False,False,0.7627
task_00775,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.798,0.82,715,0.0016,0.96,False,True,False,False,0.8593
task_00775,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.908,0.87,1485,0.006,0.95,False,True,False,False,0.9093
task_00775,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.848,0.96,990,0.0038,0.97,False,True,False,False,0.926
task_00775,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.958,0.88,858,0.0027,0.95,False,True,False,False,0.9293
task_00775,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.698,0.94,902,0.003,0.96,False,True,False,False,0.866
task_00775,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.678,0.76,682,0.0022,0.94,False,True,False,False,0.7927
task_00775,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.528,0.7,462,0.00018,0.93,False,False,False,False,0.7193
task_00775,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.908,0.84,792,0.0021,0.9,False,True,False,False,0.8827
task_00775,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.628,0.91,550,0.0009,0.99,False,True,False,False,0.8427
task_00776,fast_small_model,Simulated Fast Small Model response for customer_support_response in cybersecurity.,0.672,0.68,252,0.00042,0.94,False,True,False,False,0.764
task_00776,balanced_general_model,Simulated Balanced General Model response for customer_support_response in cybersecurity.,0.802,0.82,747,0.00192,0.96,False,True,False,False,0.8607
task_00776,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in cybersecurity.,0.912,0.87,1552,0.0072,0.95,False,True,False,False,0.9107
task_00776,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in cybersecurity.,0.852,0.96,1035,0.00456,0.97,False,True,False,False,0.9273
task_00776,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in cybersecurity.,0.692,0.88,896,0.00324,0.95,False,True,False,False,0.8407
task_00776,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in cybersecurity.,0.702,0.94,942,0.0036,0.96,False,True,False,False,0.8673
task_00776,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in cybersecurity.,0.682,0.76,713,0.00264,0.94,False,True,False,False,0.794
task_00776,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in cybersecurity.,0.532,0.7,482,0.000216,0.93,False,False,False,False,0.7207
task_00776,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in cybersecurity.,0.912,0.84,827,0.00252,0.9,False,True,False,False,0.884
task_00776,fallback_model,Simulated Fallback Model response for customer_support_response in cybersecurity.,0.632,0.91,575,0.00108,0.99,False,True,False,False,0.844
task_00777,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.676,0.68,187,0.00049,0.94,False,True,False,False,0.7653
task_00777,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.806,0.82,552,0.00224,0.96,False,True,False,False,0.862
task_00777,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.916,0.87,1147,0.0084,0.95,False,True,False,False,0.912
task_00777,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.856,0.96,765,0.00532,0.97,False,True,False,False,0.9287
task_00777,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.696,0.88,663,0.00378,0.95,False,True,False,False,0.842
task_00777,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.706,0.94,697,0.0042,0.96,False,True,False,False,0.8687
task_00777,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,527,0.00308,0.94,False,True,False,False,0.8967
task_00777,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.536,0.7,357,0.000252,0.93,False,False,False,False,0.722
task_00777,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.916,0.84,612,0.00294,0.9,False,True,False,False,0.8853
task_00777,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.636,0.91,425,0.00126,0.99,False,True,False,False,0.8453
task_00778,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.5,0.56,418,0.000784,0.94,False,False,False,False,0.6667
task_00778,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.81,0.82,805,0.003584,0.96,False,True,False,False,0.8633
task_00778,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.92,0.87,1435,0.01344,0.95,False,True,False,False,0.9133
task_00778,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.86,0.99,1030,0.008512,0.97,False,True,False,False,0.94
task_00778,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.7,0.88,922,0.006048,0.95,False,True,False,False,0.8433
task_00778,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.98,0.98,958,0.00672,0.96,False,True,False,False,0.9733
task_00778,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.69,0.64,778,0.004928,0.94,False,True,False,False,0.7567
task_00778,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.36,0.58,598,0.000403,0.93,False,False,False,False,0.6233
task_00778,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.84,0.84,868,0.004704,0.9,False,True,False,False,0.86
task_00778,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.64,0.91,670,0.002016,0.99,False,True,False,False,0.8467
task_00779,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in legal.,0.684,0.68,209,0.00063,0.94,False,True,False,False,0.768
task_00779,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in legal.,0.814,0.82,617,0.00288,0.96,False,True,False,False,0.8647
task_00779,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in legal.,0.924,0.87,1282,0.0108,0.95,False,True,False,False,0.9147
task_00779,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in legal.,0.864,0.96,855,0.00684,0.97,False,True,False,False,0.9313
task_00779,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in legal.,0.704,0.88,741,0.00486,0.95,False,True,False,False,0.8447
task_00779,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in legal.,0.714,0.94,779,0.0054,0.96,False,True,False,False,0.8713
task_00779,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in legal.,0.694,0.76,589,0.00396,0.94,False,True,False,False,0.798
task_00779,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in legal.,0.624,0.7,399,0.000324,0.93,False,True,False,False,0.7513
task_00779,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in legal.,0.844,0.84,684,0.00378,0.9,False,True,False,False,0.8613
task_00779,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in legal.,0.644,0.91,475,0.00162,0.99,False,True,False,False,0.848
task_00780,fast_small_model,Simulated Fast Small Model response for classification in general_business.,0.636,0.68,220,0.00035,0.94,False,True,False,False,0.752
task_00780,balanced_general_model,Simulated Balanced General Model response for classification in general_business.,0.766,0.82,650,0.0016,0.96,False,True,False,False,0.8487
task_00780,accurate_large_model,Simulated Accurate Large Model response for classification in general_business.,0.876,0.87,1350,0.006,0.95,False,True,False,True,0.8987
task_00780,safety_guarded_model,Simulated Safety Guarded Model response for classification in general_business.,0.816,0.96,900,0.0038,0.97,False,True,False,True,0.9153
task_00780,finance_domain_model,Simulated Finance Domain Model response for classification in general_business.,0.836,0.88,780,0.0027,0.95,False,True,False,True,0.8887
task_00780,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in general_business.,0.846,0.94,820,0.003,0.96,False,True,False,True,0.9153
task_00780,code_specialist_model,Simulated Code Specialist Model response for classification in general_business.,0.826,0.76,620,0.0022,0.94,False,True,False,False,0.842
task_00780,cheap_batch_model,Simulated Cheap Batch Model response for classification in general_business.,0.676,0.7,420,0.00018,0.93,False,True,False,False,0.7687
task_00780,experimental_canary_model,Simulated Experimental Canary Model response for classification in general_business.,0.876,0.84,720,0.0021,0.9,False,True,False,False,0.872
task_00780,fallback_model,Simulated Fallback Model response for classification in general_business.,0.596,0.91,500,0.0009,0.99,False,True,False,False,0.832
task_00781,fast_small_model,Simulated Fast Small Model response for extraction in finance.,0.64,0.68,231,0.00042,0.94,False,True,False,False,0.7533
task_00781,balanced_general_model,Simulated Balanced General Model response for extraction in finance.,0.77,0.82,682,0.00192,0.96,False,True,False,False,0.85
